"";"fill";"height";"count";"x";"xmin";"xmax";"width";"density";"ncount";"ndensity";"flipped_aes";"y";"PANEL";"group";"iscale";"scale";"rel_min_height";"ymin";"ymax";"min_height";"colour";"size";"linetype";"alpha";"datatype";"point_shape";"point_size";"point_stroke"
"70";"#fdb863";0,0306599312868814;697,990564415858;59,99995;55;60;5;0,0306599312868814;0,399861927435453;0,399861927435453;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1.27064380661505;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"71";"#fdb863";0,0198632719721473;452,198548172121;60;60;65;5;0,0198632719721473;0,259053620885179;0,259053620885179;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1.17533866883361;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"72";"#fdb863";0,0198632719721473;452,198548172121;64,99995;60;65;5;0,0198632719721473;0,259053620885179;0,259053620885179;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1.17533866883361;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"73";"#fdb863";0,0282760657552853;643,720526028582;65;65;70;5;0,0282760657552853;0,368771933877026;0,368771933877026;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1.24960075743491;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"74";"#fdb863";0,0282760657552853;643,720526028582;69,99995;65;70;5;0,0282760657552853;0,368771933877026;0,368771933877026;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1.24960075743491;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"75";"#fdb863";0,011334576103024;258,037994199593;70;70;75;5;0,011334576103024;0,147823731397541;0,147823731397541;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1.10005348003513;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"76";"#fdb863";0,011334576103024;258,037994199593;74,99995;70;75;5;0,011334576103024;0,147823731397541;0,147823731397541;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1.10005348003513;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"77";"#fdb863";0;0;75;75;80;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"78";"#fdb863";0;0;79,99995;75;80;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"79";"#fdb863";0;0;80;80;85;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"80";"#fdb863";0;0;84,99995;80;85;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"81";"#fdb863";0;0;85;85;90;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"82";"#fdb863";0;0;89,99995;85;90;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"83";"#fdb863";0;0;90;90;95;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"84";"#fdb863";0;0;94,99995;90;95;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
